Bronze
Abiogênese LE (10).SC2Replay
16,1,BUILD_SUPPLYDEPOT,Economy
36,1,TRAIN_SCV,Economy
48,1,BUILD_SUPPLYDEPOT,Economy
61,1,BUILD_BARRACKS,Army
74,1,BUILD_REFINERY,Economy
78,1,TRAIN_SCV,Economy
95,1,TRAIN_SCV,Economy
112,1,TRAIN_SCV,Economy
113,1,BUILD_BARRACKS,Army
123,1,BUILD_REFINERY,Economy
133,1,TRAIN_SCV,Economy
150,1,TRAIN_SCV,Economy
161,1,TRAIN_MARINE,Army
167,1,TRAIN_SCV,Economy
178,1,BUILD_BARRACKS,Army
184,1,TRAIN_SCV,Economy
186,1,TRAIN_MARINE,Army
202,1,BUILD_SUPPLYDEPOT,Economy
206,1,TRAIN_MARINE,Army
210,1,TRAIN_SCV,Economy
214,1,BUILD_FACTORY,Army
231,1,TRAIN_MARINE,Army
244,1,TRAIN_MARINE,Army
245,1,BUILD_FACTORY,Army
256,1,TRAIN_MARINE,Army
269,1,TRAIN_MARINE,Army
278,1,TRAIN_MARINE,Army
278,1,BUILD_TECHLAB_FACTORY,Tech
281,1,TRAIN_MARINE,Army
294,1,TRAIN_MARINE,Army
303,1,TRAIN_MARINE,Army
310,1,BUILD_TECHLAB_FACTORY,Tech
319,1,TRAIN_MARINE,Army
324,1,BUILD_SUPPLYDEPOT,Economy
328,1,TRAIN_MARINE,Army
339,1,BUILD_SUPPLYDEPOT,Economy
351,1,TRAIN_MARINE,Army
351,1,TRAIN_MARINE,Army
352,1,TRAIN_SIEGETANK,Army
379,1,TRAIN_MARINE,Army
379,1,TRAIN_MARINE,Army
379,1,TRAIN_MARINE,Army
404,1,TRAIN_MARINE,Army
404,1,TRAIN_MARINE,Army
405,1,TRAIN_MARINE,Army
419,1,TRAIN_SIEGETANK,Army
429,1,TRAIN_MARINE,Army
436,1,BUILD_SUPPLYDEPOT,Economy
450,1,TRAIN_SIEGETANK,Army
450,1,BUILD_FACTORY,Army
451,1,BUILD_REACTOR_BARRACKS,Tech
452,1,BUILD_REACTOR_BARRACKS,Tech
456,1,BUILD_REACTOR_BARRACKS,Tech
509,1,TRAIN_SIEGETANK,Army
570,1,BUILD_TECHLAB_FACTORY,Tech
19,2,TRAIN_SCV,Economy
20,2,BUILD_SUPPLYDEPOT,Economy
40,2,BUILD_SUPPLYDEPOT,Economy
43,2,TRAIN_SCV,Economy
61,2,TRAIN_SCV,Economy
69,2,BUILD_REFINERY,Economy
78,2,BUILD_BARRACKS,Army
79,2,TRAIN_SCV,Economy
100,2,BUILD_REFINERY,Economy
101,2,TRAIN_SCV,Economy
118,2,TRAIN_SCV,Economy
129,2,BUILD_ENGINEERINGBAY,Tech
135,2,TRAIN_SCV,Economy
148,2,BUILD_BUNKER,Army
153,2,TRAIN_SCV,Economy
153,2,BUILD_REACTOR_BARRACKS,Tech
205,2,BUILD_COMMANDCENTER,Economy
205,2,EFFECT_SPRAY_TERRAN,Tech
220,2,BUILD_FACTORY,Army
235,2,TRAIN_MARINE,Army
245,2,TRAIN_MARINE,Army
279,2,Train MULE,Army
281,2,TRAIN_MARINE,Army
285,2,TRAIN_MARINE,Army
287,2,BUILD_STARPORT,Army
292,2,TRAIN_SCV,Economy
305,2,EFFECT_SPRAY_TERRAN,Tech
315,2,TRAIN_SCV,Economy
345,2,BUILD_STARPORT,Army
346,2,BUILD_REACTOR_STARPORT,Tech
356,2,BUILD_ARMORY,Tech
363,2,TRAIN_WIDOWMINE,Army
392,2,TRAIN_WIDOWMINE,Army
396,2,BUILD_REFINERY,Economy
401,2,BUILD_REFINERY,Economy
411,2,TERRANINFANTRYWEAPONSLEVEL1,Tech
422,2,BUILD_REACTOR_STARPORT,Tech
433,2,Train MULE,Army
442,2,BUILD_SUPPLYDEPOT,Economy
446,2,TRAIN_SCV,Economy
456,2,Train MULE,Army
463,2,TRAIN_SCV,Economy
465,2,Train MULE,Army
476,2,BUILD_SUPPLYDEPOT,Economy
479,2,TRAIN_SCV,Economy
480,2,TRAIN_SCV,Economy
485,2,TRAIN_LIBERATOR,Army
485,2,TRAIN_LIBERATOR,Army
496,2,TRAIN_SCV,Economy
497,2,TRAIN_SCV,Economy
513,2,TRAIN_SCV,Economy
530,2,TRAIN_SCV,Economy
531,2,TRAIN_MARINE,Army
531,2,TRAIN_MARINE,Army
547,2,TRAIN_SCV,Economy
559,2,TRAIN_LIBERATOR,Army
569,2,TRAIN_MARINE,Army
569,2,TRAIN_MARINE,Army
