Bronze,,,
18,1,Build SupplyDepot,Economy
37,1,Train SCV,Economy
53,1,Train SCV,Economy
66,1,Build Barracks,Army
70,1,Train SCV,Economy
83,1,Build Refinery,Economy
87,1,Train SCV,Economy
104,1,Train SCV,Economy
112,1,Build Barracks,Army
121,1,Train SCV,Economy
130,1,Build Refinery,Economy
138,1,Train SCV,Economy
184,1,Build SupplyDepot,Economy
189,1,Build CommandCenter,Economy
189,1,Upgrade SprayTerran,Tech
194,1,Build BarracksReactor,Tech
206,1,Train MULE,Army
225,1,Train SCV,Economy
242,1,Train SCV,Economy
245,1,Train Marauder,Army
246,1,Build EngineeringBay,Tech
280,1,Train Marine,Army
280,1,Train Marine,Army
282,1,Train Marauder,Army
287,1,Train SCV,Economy
289,1,Build SupplyDepot,Economy
289,1,Upgrade SprayTerran,Tech
304,1,Train SCV,Economy
305,1,Train Marine,Army
305,1,Train Marine,Army
307,1,Build Refinery,Economy
321,1,Train SCV,Economy
321,1,Build SupplyDepot,Economy
322,1,Train SCV,Economy
338,1,Train SCV,Economy
339,1,Train SCV,Economy
356,1,Train SCV,Economy
360,1,Train Marauder,Army
367,1,Train Marine,Army
372,1,Train Marine,Army
373,1,Train SCV,Economy
390,1,Train Marauder,Army
390,1,Train SCV,Economy
392,1,Train Marine,Army
397,1,Train Marine,Army
417,1,Train Marine,Army
419,1,Train Marauder,Army
422,1,Train Marine,Army
449,1,Train Marauder,Army
466,1,Train SCV,Economy
469,1,Train Marine,Army
469,1,Train Marine,Army
477,1,Build Factory,Army
483,1,Train SCV,Economy
500,1,Train SCV,Economy
517,1,Train SCV,Economy
534,1,Train SCV,Economy
18,2,Train SCV,Economy
34,2,Build SupplyDepot,Economy
50,2,Train SCV,Economy
50,2,Build SupplyDepot,Economy
83,2,Build SupplyDepot,Economy
113,2,Train SCV,Economy
115,2,Build SupplyDepot,Economy
118,2,Build Barracks,Army
122,2,Build Refinery,Economy
144,2,Train SCV,Economy
161,2,Train SCV,Economy
181,2,Train SCV,Economy
198,2,Build Barracks,Army
207,2,Build Refinery,Economy
217,2,Train SCV,Economy
234,2,Train SCV,Economy
274,2,Build CommandCenter,Economy
274,2,Upgrade SprayTerran,Tech
292,2,Train MULE,Army
330,2,Train Marauder,Army
355,2,Train Marine,Army
370,2,Train Marine,Army
374,2,Build Factory,Army
374,2,Upgrade SprayTerran,Tech
389,2,Build SupplyDepot,Economy
395,2,Train Marine,Army
400,2,Train Reaper,Army
409,2,Upgrade Stimpack,Tech
425,2,Train Marauder,Army
458,2,Train Reaper,Army
464,2,Build Bunker,Army
469,2,Train Hellion,Army
470,2,Build Bunker,Army
481,2,Train Marine,Army
18,3,Train SCV,Economy
27,3,Build SupplyDepot,Economy
35,3,Train SCV,Economy
52,3,Train SCV,Economy
62,3,Build Barracks,Army
74,3,Train SCV,Economy
90,3,Build Refinery,Economy
91,3,Train SCV,Economy
108,3,Train SCV,Economy
125,3,Train SCV,Economy
129,3,Build SupplyDepot,Economy
140,3,Build Refinery,Economy
142,3,Train SCV,Economy
154,3,Train Marine,Army
159,3,Train SCV,Economy
160,3,Build Barracks,Army
176,3,Train SCV,Economy
185,3,Train Marine,Army
193,3,Train SCV,Economy
230,3,Build CommandCenter,Economy
230,3,Upgrade SprayTerran,Tech
242,3,Build BarracksReactor,Tech
251,3,Build EngineeringBay,Tech
261,3,Train MULE,Army
281,3,Train SCV,Economy
281,3,Train Marauder,Army
281,3,Build SupplyDepot,Economy
298,3,Train SCV,Economy
309,3,Train Marine,Army
314,3,Build SupplyDepot,Economy
315,3,Train SCV,Economy
317,3,Build SupplyDepot,Economy
326,3,Train Marine,Army
330,3,Upgrade SprayTerran,Tech
332,3,Train MULE,Army
336,3,Train Marine,Army
340,3,Build Refinery,Economy
343,3,Upgrade ShieldWall,Tech
346,3,Train SCV,Economy
349,3,Train SCV,Economy
350,3,Train Marauder,Army
351,3,Build Factory,Army
363,3,Train SCV,Economy
375,3,Train Marine,Army
377,3,Train SCV,Economy
379,3,Train Marine,Army
379,3,Train Marine,Army
390,3,Train SCV,Economy
393,3,Train SCV,Economy
406,3,Build Barracks,Army
414,3,Train Marine,Army
414,3,Train Marine,Army
418,3,Train SCV,Economy
418,3,Train Marauder,Army
419,3,Train SCV,Economy
420,3,Train MULE,Army
434,3,Build Armory,Tech
435,3,Build FactoryTechLab,Tech
438,3,Train SCV,Economy
438,3,Train SCV,Economy
449,3,Train Marine,Army
449,3,Train Marine,Army
454,3,Train Marauder,Army
465,3,Upgrade TerranInfantryWeaponsLevel1,Tech
474,3,Train Marine,Army
475,3,Build Barracks,Army
476,3,Train Marine,Army
476,3,Build BarracksReactor,Tech
478,3,Train SCV,Economy
484,3,Train Marauder,Army
495,3,Train SCV,Economy
499,3,Build SupplyDepot,Economy
502,3,Build SupplyDepot,Economy
502,3,Build SupplyDepot,Economy
504,3,Train MULE,Army
504,3,Train Marine,Army
505,3,Train Marine,Army
505,3,Train MULE,Army
513,3,Train Marauder,Army
519,3,Train SCV,Economy
520,3,Train SCV,Economy
527,3,Build Refinery,Economy
534,3,Train Marine,Army
535,3,Train Marine,Army
537,3,Train SCV,Economy
544,3,Build Starport,Army
546,3,Train SCV,Economy
552,3,Upgrade Stimpack,Tech
553,3,Build BarracksReactor,Tech
561,3,Train SCV,Economy
563,3,Train SCV,Economy
576,3,Train Marine,Army
576,3,Train Marine,Army
577,3,Train Marine,Army
577,3,Train Marine,Army
578,3,Train SCV,Economy
580,3,Train Marauder,Army
580,3,Train SCV,Economy
595,3,Train SCV,Economy
597,3,Train SCV,Economy
603,3,Build MissileTurret,Army
611,3,Build CommandCenter,Economy
611,3,Upgrade SprayTerran,Tech
612,3,Upgrade PunisherGrenades,Tech
614,3,Train Marine,Army
615,3,Train Marine,Army
615,3,Train Marine,Army
615,3,Train Marine,Army
619,3,Train Marauder,Army
631,3,Upgrade TerranInfantryArmorsLevel1,Tech
632,3,Build MissileTurret,Army
643,3,Build SupplyDepot,Economy
647,3,Train Marine,Army
648,3,Train Marine,Army
648,3,Train Marine,Army
651,3,Train Marauder,Army
655,3,Build SupplyDepot,Economy
656,3,Build SupplyDepot,Economy
657,3,Train MULE,Army
660,3,Train MULE,Army
676,3,Build StarportReactor,Tech
678,3,Build SupplyDepot,Economy
679,3,Build MissileTurret,Army
688,3,Train MULE,Army
